pmutype, desID, event0, event1, , start, duration, end, layerID, desType,     srcAddr, dstAddr, trans_fmt, transpose_md, cmd_id, wait_id_tpu, dst_h_stride, dst_c_stride_low,     dst_n_stride, src_h_stride, src_c_stride_low, src_n_stride, dst_c, src_c, dst_w, dst_h, src_w, src_h, src_n
1, 1388, 11, 130, 1, 3938736, 669, 3939405, 385, TDMA Tensor Load Compression, 0x4294967296, 0x16752,         0, 0, 1388, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1389, 10, 128, 1, 3939406, 718, 3940124, 385, TDMA Tensor Load Compression, 0x4294971120, 0x16766,         0, 0, 1389, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1390, 10, 124, 1, 3940125, 725, 3940850, 385, TDMA Tensor Load Compression, 0x4294974944, 0x16780,         0, 0, 1390, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1391, 10, 120, 1, 3940851, 725, 3941576, 385, TDMA Tensor Load Compression, 0x4294978768, 0x16794,         0, 0, 1391, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1392, 11, 123, 1, 3941577, 735, 3942312, 385, TDMA Tensor Load Compression, 0x4294982592, 0x16808,         0, 0, 1392, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1393, 11, 124, 1, 3942313, 721, 3943034, 385, TDMA Tensor Load Compression, 0x4294986416, 0x16822,         0, 0, 1393, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1394, 11, 123, 1, 3943035, 723, 3943758, 385, TDMA Tensor Load Compression, 0x4294990240, 0x16836,         0, 0, 1394, 181, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1395, 985, 15682, 1, 3943759, 24840, 3968599, 386, TDMA Tensor Load Compression, 0x4314393504, 0x0,         0, 0, 1395, 181, 256, 256, 8192, 256, 256, 262144, 1024, 1024, 256, 1, 256, 1, 1
1, 1396, 38, 576, 1, 3968600, 1703, 3970303, 387, TDMA Tensor Load, 0x4314384288, 0x8192,         0, 0, 1396, 181, 9, 9, 288, 9, 9, 9216, 1024, 1024, 9, 1, 9, 1, 1
1, 1397, 35, 496, 1, 3970304, 2013, 3972317, 389, TDMA Tensor Load Compression, 0x4295501056, 0x20336,         0, 0, 1397, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1398, 35, 496, 1, 3972318, 2311, 3974629, 389, TDMA Tensor Load Compression, 0x4295516304, 0x20350,         0, 0, 1398, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1399, 36, 510, 1, 3974630, 2281, 3976911, 389, TDMA Tensor Load Compression, 0x4295531552, 0x20364,         0, 0, 1399, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1400, 34, 512, 1, 3976912, 2398, 3979310, 389, TDMA Tensor Load Compression, 0x4295546800, 0x20378,         0, 0, 1400, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1401, 36, 519, 1, 3979311, 2460, 3981771, 389, TDMA Tensor Load Compression, 0x4295562048, 0x20392,         0, 0, 1401, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1402, 36, 512, 1, 3981772, 2363, 3984135, 389, TDMA Tensor Load Compression, 0x4295577296, 0x20406,         0, 0, 1402, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1403, 36, 508, 1, 3984136, 2265, 3986401, 389, TDMA Tensor Load Compression, 0x4295592544, 0x20420,         0, 0, 1403, 181, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
4, 182, 0, 0, 3, 3970307, 28963, 3999270, 388, TIU PerChannel Convolution
4, 183, 0, 0, 3, 3999271, 825, 4000096, 390, TIU Element-wise Mul
4, 184, 0, 0, 3, 4000097, 1833, 4001930, 390, TIU Element-wise Mac
1, 1404, 909, 14456, 1, 3999272, 23407, 4022679, 391, TDMA Tensor Load Compression, 0x4314122144, 0x8480,         0, 0, 1404, 182, 1024, 1024, 8192, 1024, 1024, 262144, 256, 256, 1024, 1, 1024, 1, 1
1, 1405, 11, 144, 1, 4022680, 502, 4023182, 392, TDMA Tensor Load, 0x4314119840, 0x16672,         0, 0, 1405, 182, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
2, 1406, 228, 3411, 2, 4023183, 7773, 4030956, 394, TDMA Tensor Store Compression, 0x16752, 0x4295020864,         0, 0, 1406, 184, 14, 98, 100352, 14, 112, 3584, 1024, 1024, 14, 7, 14, 7, 1
4, 185, 0, 0, 3, 4023186, 28795, 4051981, 393, TIU PerChannel Convolution
2, 1407, 45, 651, 2, 4051983, 1894, 4053877, 395, TDMA Tensor Store Compression, 0x20336, 0x4295234176,         0, 0, 1407, 185, 14, 98, 25088, 14, 112, 896, 256, 256, 14, 7, 14, 7, 1
1, 1408, 10, 123, 1, 4053878, 691, 4054569, 396, TDMA Tensor Load Compression, 0x4294994064, 0x16752,         0, 0, 1408, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1409, 10, 119, 1, 4054570, 725, 4055295, 396, TDMA Tensor Load Compression, 0x4294997888, 0x16766,         0, 0, 1409, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1410, 10, 115, 1, 4055296, 716, 4056012, 396, TDMA Tensor Load Compression, 0x4295001712, 0x16780,         0, 0, 1410, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1411, 10, 120, 1, 4056013, 727, 4056740, 396, TDMA Tensor Load Compression, 0x4295005536, 0x16794,         0, 0, 1411, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1412, 9, 121, 1, 4056741, 872, 4057613, 396, TDMA Tensor Load Compression, 0x4295009360, 0x16808,         0, 0, 1412, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1413, 10, 122, 1, 4057614, 724, 4058338, 396, TDMA Tensor Load Compression, 0x4295013184, 0x16822,         0, 0, 1413, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1414, 9, 113, 1, 4058339, 723, 4059062, 396, TDMA Tensor Load Compression, 0x4295017008, 0x16836,         0, 0, 1414, 185, 14, 112, 896, 14, 14, 3584, 256, 256, 14, 1, 14, 1, 1
1, 1415, 33, 493, 1, 4059063, 2176, 4061239, 398, TDMA Tensor Load Compression, 0x4295607792, 0x20336,         0, 0, 1415, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1416, 35, 489, 1, 4061240, 2282, 4063522, 398, TDMA Tensor Load Compression, 0x4295623040, 0x20350,         0, 0, 1416, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1417, 35, 485, 1, 4063523, 2279, 4065802, 398, TDMA Tensor Load Compression, 0x4295638288, 0x20364,         0, 0, 1417, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1418, 35, 488, 1, 4065803, 2266, 4068069, 398, TDMA Tensor Load Compression, 0x4295653536, 0x20378,         0, 0, 1418, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1419, 34, 500, 1, 4068070, 2267, 4070337, 398, TDMA Tensor Load Compression, 0x4295668784, 0x20392,         0, 0, 1419, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1420, 36, 515, 1, 4070338, 2279, 4072617, 398, TDMA Tensor Load Compression, 0x4295684032, 0x20406,         0, 0, 1420, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1421, 36, 519, 1, 4072618, 2263, 4074881, 398, TDMA Tensor Load Compression, 0x4295699280, 0x20420,         0, 0, 1421, 185, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
4, 186, 0, 0, 3, 4059066, 28963, 4088029, 397, TIU PerChannel Convolution
4, 187, 0, 0, 3, 4088030, 825, 4088855, 399, TIU Element-wise Mul
4, 188, 0, 0, 3, 4088856, 1833, 4090689, 399, TIU Element-wise Mac
2, 1422, 225, 3355, 2, 4090691, 7773, 4098464, 401, TDMA Tensor Store Compression, 0x16752, 0x4295127504,         0, 0, 1422, 188, 14, 98, 100352, 14, 112, 3584, 1024, 1024, 14, 7, 14, 7, 1
4, 189, 0, 0, 3, 4090690, 28795, 4119485, 400, TIU PerChannel Convolution
2, 1423, 44, 624, 2, 4119487, 1884, 4121371, 402, TDMA Tensor Store Compression, 0x20336, 0x4295260848,         0, 0, 1423, 189, 14, 98, 25088, 14, 112, 896, 256, 256, 14, 7, 14, 7, 1
1, 1424, 45, 651, 1, 4121372, 2179, 4123551, 405, TDMA Tensor Load Compression, 0x4295234176, 0x0,         0, 0, 1424, 189, 14, 208, 1664, 14, 98, 25088, 256, 256, 14, 7, 14, 7, 1
1, 1425, 42, 624, 1, 4123552, 2013, 4125565, 405, TDMA Tensor Load Compression, 0x4295260848, 0x98,         0, 0, 1425, 189, 14, 208, 1664, 14, 98, 25088, 256, 256, 14, 7, 14, 7, 1
1, 1426, 2056, 32818, 1, 4125566, 51930, 4177496, 406, TDMA Tensor Load Compression, 0x4313530016, 0x1664,         0, 0, 1426, 189, 256, 2304, 18432, 256, 2304, 589824, 256, 256, 256, 9, 256, 9, 1
1, 1427, 10, 144, 1, 4177497, 502, 4177999, 407, TDMA Tensor Load, 0x4313527712, 0x20096,         0, 0, 1427, 189, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
1, 1428, 998, 15891, 1, 4178000, 25066, 4203066, 409, TDMA Tensor Load Compression, 0x4313265568, 0x20176,         0, 0, 1428, 189, 256, 256, 8192, 256, 256, 262144, 1024, 1024, 256, 1, 256, 1, 1
1, 1429, 38, 576, 1, 4203067, 1703, 4204770, 410, TDMA Tensor Load, 0x4313256352, 0x28368,         0, 0, 1429, 189, 9, 9, 288, 9, 9, 9216, 1024, 1024, 9, 1, 9, 1, 1
4, 190, 0, 0, 3, 4178003, 119979, 4297982, 408, TIU PerChannel Convolution
1, 1430, 217, 3411, 1, 4297984, 8117, 4306101, 412, TDMA Tensor Load Compression, 0x4295020864, 0x0,         0, 0, 1430, 190, 14, 208, 6656, 14, 98, 100352, 1024, 1024, 14, 7, 14, 7, 1
1, 1431, 214, 3355, 1, 4306102, 7497, 4313599, 412, TDMA Tensor Load Compression, 0x4295127504, 0x98,         0, 0, 1431, 190, 14, 208, 6656, 14, 98, 100352, 1024, 1024, 14, 7, 14, 7, 1
4, 191, 0, 0, 3, 4297983, 53731, 4351714, 411, TIU PerChannel Convolution
4, 192, 0, 0, 3, 4351715, 1497, 4353212, 413, TIU Element-wise Mul
4, 193, 0, 0, 3, 4353213, 3369, 4356582, 413, TIU Element-wise Mac
2, 1432, 30, 439, 2, 4356584, 1130, 4357714, 414, TDMA Tensor Store Compression, 0x13312, 0x4295287552,         0, 0, 1432, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1433, 33, 465, 2, 4357715, 2140, 4359855, 414, TDMA Tensor Store Compression, 0x13326, 0x4295302800,         0, 0, 1433, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1434, 35, 492, 2, 4359856, 2145, 4362001, 414, TDMA Tensor Store Compression, 0x13340, 0x4295318048,         0, 0, 1434, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1435, 34, 486, 2, 4362002, 2147, 4364149, 414, TDMA Tensor Store Compression, 0x13354, 0x4295333296,         0, 0, 1435, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1436, 33, 488, 2, 4364150, 2154, 4366304, 414, TDMA Tensor Store Compression, 0x13368, 0x4295348544,         0, 0, 1436, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1437, 35, 494, 2, 4366305, 2158, 4368463, 414, TDMA Tensor Store Compression, 0x13382, 0x4295363792,         0, 0, 1437, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1438, 35, 497, 2, 4368464, 2145, 4370609, 414, TDMA Tensor Store Compression, 0x13396, 0x4295379040,         0, 0, 1438, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1439, 34, 488, 2, 4370610, 1127, 4371737, 414, TDMA Tensor Store Compression, 0x13410, 0x4295394288,         0, 0, 1439, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1440, 34, 488, 2, 4371738, 1130, 4372868, 414, TDMA Tensor Store Compression, 0x13424, 0x4295409536,         0, 0, 1440, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1441, 34, 483, 2, 4372869, 2144, 4375013, 414, TDMA Tensor Store Compression, 0x13438, 0x4295424784,         0, 0, 1441, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1442, 33, 472, 2, 4375014, 2156, 4377170, 414, TDMA Tensor Store Compression, 0x13452, 0x4295440032,         0, 0, 1442, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1443, 31, 454, 2, 4377171, 2149, 4379320, 414, TDMA Tensor Store Compression, 0x13466, 0x4295455280,         0, 0, 1443, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1444, 34, 482, 2, 4379321, 2145, 4381466, 414, TDMA Tensor Store Compression, 0x13480, 0x4295470528,         0, 0, 1444, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
2, 1445, 35, 494, 2, 4381467, 2136, 4383603, 414, TDMA Tensor Store Compression, 0x13494, 0x4295485776,         0, 0, 1445, 193, 14, 14, 14336, 14, 208, 6656, 1024, 1024, 14, 1, 14, 1, 1
1, 1446, 32, 439, 1, 4383604, 2085, 4385689, 416, TDMA Tensor Load Compression, 0x4295287552, 0x26784,         0, 0, 1446, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1447, 34, 465, 1, 4385690, 2264, 4387954, 416, TDMA Tensor Load Compression, 0x4295302800, 0x26798,         0, 0, 1447, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1448, 35, 492, 1, 4387955, 2238, 4390193, 416, TDMA Tensor Load Compression, 0x4295318048, 0x26812,         0, 0, 1448, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1449, 33, 486, 1, 4390194, 2261, 4392455, 416, TDMA Tensor Load Compression, 0x4295333296, 0x26826,         0, 0, 1449, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1450, 34, 488, 1, 4392456, 2245, 4394701, 416, TDMA Tensor Load Compression, 0x4295348544, 0x26840,         0, 0, 1450, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1451, 35, 494, 1, 4394702, 2268, 4396970, 416, TDMA Tensor Load Compression, 0x4295363792, 0x26854,         0, 0, 1451, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1452, 35, 497, 1, 4396971, 2264, 4399235, 416, TDMA Tensor Load Compression, 0x4295379040, 0x26868,         0, 0, 1452, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1453, 33, 488, 1, 4399236, 2003, 4401239, 416, TDMA Tensor Load Compression, 0x4295394288, 0x26882,         0, 0, 1453, 193, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1454, 904, 14381, 1, 4401240, 22984, 4424224, 417, TDMA Tensor Load Compression, 0x4312994208, 0x0,         0, 0, 1454, 193, 1024, 1024, 8192, 1024, 1024, 262144, 256, 256, 1024, 1, 1024, 1, 1
1, 1455, 11, 144, 1, 4424225, 546, 4424771, 418, TDMA Tensor Load, 0x4312991904, 0x8192,         0, 0, 1455, 193, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
4, 194, 0, 0, 3, 4424775, 28795, 4453570, 419, TIU PerChannel Convolution
1, 1456, 2029, 32375, 1, 4424772, 54200, 4478972, 420, TDMA Tensor Load Compression, 0x4312402080, 0x8272,         0, 0, 1456, 193, 256, 2304, 18432, 256, 2304, 589824, 256, 256, 256, 9, 256, 9, 1
1, 1457, 11, 144, 1, 4478973, 502, 4479475, 421, TDMA Tensor Load, 0x4312399776, 0x26704,         0, 0, 1457, 193, 9, 9, 72, 9, 9, 2304, 256, 256, 9, 1, 9, 1, 1
4, 195, 0, 0, 3, 4479479, 64635, 4544114, 422, TIU PerChannel Convolution
2, 1458, 63, 920, 2, 4544116, 1908, 4546024, 423, TDMA Tensor Store Compression, 0x26784, 0x4294967296,         0, 0, 1458, 195, 14, 98, 25088, 14, 112, 896, 256, 256, 14, 7, 14, 7, 1
1, 1459, 35, 497, 1, 4546025, 2170, 4548195, 424, TDMA Tensor Load Compression, 0x4295379040, 0x26784,         0, 0, 1459, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1460, 33, 488, 1, 4548196, 2261, 4550457, 424, TDMA Tensor Load Compression, 0x4295394288, 0x26798,         0, 0, 1460, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1461, 35, 488, 1, 4550458, 2249, 4552707, 424, TDMA Tensor Load Compression, 0x4295409536, 0x26812,         0, 0, 1461, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1462, 35, 483, 1, 4552708, 2269, 4554977, 424, TDMA Tensor Load Compression, 0x4295424784, 0x26826,         0, 0, 1462, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1463, 34, 472, 1, 4554978, 2239, 4557217, 424, TDMA Tensor Load Compression, 0x4295440032, 0x26840,         0, 0, 1463, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1464, 31, 454, 1, 4557218, 2287, 4559505, 424, TDMA Tensor Load Compression, 0x4295455280, 0x26854,         0, 0, 1464, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1465, 34, 482, 1, 4559506, 2262, 4561768, 424, TDMA Tensor Load Compression, 0x4295470528, 0x26868,         0, 0, 1465, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1466, 35, 494, 1, 4561769, 1987, 4563756, 424, TDMA Tensor Load Compression, 0x4295485776, 0x26882,         0, 0, 1466, 195, 14, 112, 3584, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
4, 196, 0, 0, 3, 4563760, 28795, 4592555, 425, TIU PerChannel Convolution
4, 197, 0, 0, 3, 4592556, 64635, 4657191, 426, TIU PerChannel Convolution
2, 1467, 59, 857, 2, 4657193, 1954, 4659147, 427, TDMA Tensor Store Compression, 0x26784, 0x4294993968,         0, 0, 1467, 197, 14, 98, 25088, 14, 112, 896, 256, 256, 14, 7, 14, 7, 1
1, 1468, 61, 920, 1, 4659148, 2077, 4661225, 429, TDMA Tensor Load Compression, 0x4294967296, 0x0,         0, 0, 1468, 197, 14, 208, 1664, 14, 98, 25088, 256, 256, 14, 7, 14, 7, 1
1, 1469, 57, 857, 1, 4661226, 2194, 4663420, 429, TDMA Tensor Load Compression, 0x4294993968, 0x98,         0, 0, 1469, 197, 14, 208, 1664, 14, 98, 25088, 256, 256, 14, 7, 14, 7, 1
1, 1470, 991, 15768, 1, 4663421, 25070, 4688491, 430, TDMA Tensor Load Compression, 0x4312137632, 0x1664,         0, 0, 1470, 197, 256, 256, 8192, 256, 256, 262144, 1024, 1024, 256, 1, 256, 1, 1
1, 1471, 38, 576, 1, 4688492, 1704, 4690196, 431, TDMA Tensor Load, 0x4312128416, 0x9856,         0, 0, 1471, 197, 9, 9, 288, 9, 9, 9216, 1024, 1024, 9, 1, 9, 1, 1
1, 1472, 32, 439, 1, 4690197, 1998, 4692195, 433, TDMA Tensor Load Compression, 0x4295287552, 0x10144,         0, 0, 1472, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1473, 34, 465, 1, 4692196, 2271, 4694467, 433, TDMA Tensor Load Compression, 0x4295302800, 0x10158,         0, 0, 1473, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1474, 35, 492, 1, 4694468, 2375, 4696843, 433, TDMA Tensor Load Compression, 0x4295318048, 0x10172,         0, 0, 1474, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1475, 33, 486, 1, 4696844, 2404, 4699248, 433, TDMA Tensor Load Compression, 0x4295333296, 0x10186,         0, 0, 1475, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1476, 34, 488, 1, 4699249, 2295, 4701544, 433, TDMA Tensor Load Compression, 0x4295348544, 0x10200,         0, 0, 1476, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1477, 35, 494, 1, 4701545, 2269, 4703814, 433, TDMA Tensor Load Compression, 0x4295363792, 0x10214,         0, 0, 1477, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1478, 35, 497, 1, 4703815, 2267, 4706082, 433, TDMA Tensor Load Compression, 0x4295379040, 0x10228,         0, 0, 1478, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1479, 33, 488, 1, 4706083, 2007, 4708090, 433, TDMA Tensor Load Compression, 0x4295394288, 0x10242,         0, 0, 1479, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1480, 35, 488, 1, 4708091, 1991, 4710082, 433, TDMA Tensor Load Compression, 0x4295409536, 0x10256,         0, 0, 1480, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1481, 35, 483, 1, 4710083, 2288, 4712371, 433, TDMA Tensor Load Compression, 0x4295424784, 0x10270,         0, 0, 1481, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1482, 34, 472, 1, 4712372, 2367, 4714739, 433, TDMA Tensor Load Compression, 0x4295440032, 0x10284,         0, 0, 1482, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1483, 31, 454, 1, 4714740, 2422, 4717162, 433, TDMA Tensor Load Compression, 0x4295455280, 0x10298,         0, 0, 1483, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1484, 34, 482, 1, 4717163, 2394, 4719557, 433, TDMA Tensor Load Compression, 0x4295470528, 0x10312,         0, 0, 1484, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
1, 1485, 35, 494, 1, 4719558, 2266, 4721824, 433, TDMA Tensor Load Compression, 0x4295485776, 0x10326,         0, 0, 1485, 197, 14, 208, 6656, 14, 14, 14336, 1024, 1024, 14, 1, 14, 1, 1
4, 198, 0, 0, 3, 4690200, 53731, 4743931, 432, TIU PerChannel Convolution
4, 199, 0, 0, 3, 4743932, 777, 4744709, 434, TIU Element-wise Mul
4, 200, 0, 0, 3, 4744710, 1449, 4746159, 434, TIU Element-wise Mac
2, 1486, 21, 300, 2, 4746161, 1137, 4747298, 435, TDMA Tensor Store Compression, 0x0, 0x4295067648,         0, 0, 1486, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1487, 22, 307, 2, 4747299, 1121, 4748420, 435, TDMA Tensor Store Compression, 0x7, 0x4295075280,         0, 0, 1487, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1488, 22, 311, 2, 4748421, 2154, 4750575, 435, TDMA Tensor Store Compression, 0x14, 0x4295082912,         0, 0, 1488, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1489, 22, 311, 2, 4750576, 1125, 4751701, 435, TDMA Tensor Store Compression, 0x21, 0x4295090544,         0, 0, 1489, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1490, 23, 307, 2, 4751702, 2148, 4753850, 435, TDMA Tensor Store Compression, 0x28, 0x4295098176,         0, 0, 1490, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1491, 23, 304, 2, 4753851, 1128, 4754979, 435, TDMA Tensor Store Compression, 0x35, 0x4295105808,         0, 0, 1491, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
2, 1492, 22, 316, 2, 4754980, 2163, 4757143, 435, TDMA Tensor Store Compression, 0x42, 0x4295113440,         0, 0, 1492, 200, 7, 7, 7168, 7, 64, 2048, 1024, 1024, 7, 1, 7, 1, 1
1, 1493, 22, 300, 1, 4757144, 1608, 4758752, 439, TDMA Tensor Load Compression, 0x4295067648, 0x0,         0, 0, 1493, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1494, 23, 307, 1, 4758753, 1654, 4760407, 439, TDMA Tensor Load Compression, 0x4295075280, 0x7,         0, 0, 1494, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1495, 24, 311, 1, 4760408, 2242, 4762650, 439, TDMA Tensor Load Compression, 0x4295082912, 0x14,         0, 0, 1495, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1496, 21, 311, 1, 4762651, 1618, 4764269, 439, TDMA Tensor Load Compression, 0x4295090544, 0x21,         0, 0, 1496, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1497, 24, 307, 1, 4764270, 2281, 4766551, 439, TDMA Tensor Load Compression, 0x4295098176, 0x28,         0, 0, 1497, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1498, 23, 304, 1, 4766552, 1736, 4768288, 439, TDMA Tensor Load Compression, 0x4295105808, 0x35,         0, 0, 1498, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1499, 24, 316, 1, 4768289, 2240, 4770529, 439, TDMA Tensor Load Compression, 0x4295113440, 0x42,         0, 0, 1499, 200, 7, 64, 2048, 7, 7, 7168, 1024, 1024, 7, 1, 7, 1, 1
1, 1500, 118, 1800, 1, 4770530, 2998, 4773528, 439, TDMA Tensor Load Compression, 0x4310031264, 0x2080,         0, 0, 1500, 200, 1024, 1024, 1024, 1024, 1024, 2097152, 32, 32, 1024, 1, 1024, 1, 1
